name,type,value,date,info
圣基茨和尼维斯,659,35.015777,2005,
利比里亚,430,33,2005,
圣文森特和格林纳丁斯,670,28.361852,2005,
开曼群岛,136,26.273168,2005,
所罗门群岛,90,21.939281,2005,
英属维尔京群岛,92,20.566815,2005,
格林纳达,308,20.140741,2005,
汤加,776,19.402623,2005,
安提瓜和巴布达,28,18.325926,2005,
吉布提,262,16.542783,2005,
瓦努阿图,548,15.002861,2005,
多米尼克,212,14.555556,2005,
东帝汶,626,11.866602,2005,
库克群岛,184,7.486516,2005,
圣多美和普林西比,678,6.78871,2005,
基里巴斯,296,5.303354,2005,
马绍尔群岛,584,2.776182,2005,
帕劳,585,1.543,2005,
蒙特塞拉特,500,0.72963,2005,
图瓦卢,798,0.180232,2005,
美国,840,1800000,2006,
日本,392,979000,2006,
中国,156,893000,2006,
德国,276,628000,2006,
意大利,380,303000,2006,
法国,250,267000,2006,
英国,826,257000,2006,
韩国,410,254000,2006,
西班牙,724,175000,2006,
加拿大,124,172000,2006,
墨西哥,484,162000,2006,
印度,356,160000,2006,
巴西,76,156000,2006,
俄罗斯联邦,643,151000,2006,
台湾,158,99579.2491,2006,
印度尼西亚,360,95257.48769,2006,
土耳其,792,94333.9988,2006,
荷兰,528,88137.49975,2006,
瑞士,756,84004.78541,2006,
澳大利亚,36,76258.30225,2006,
瑞典,752,76202.90225,2006,
泰国,764,67274.90969,2006,
比利时,56,62245.08635,2006,
奥地利,40,59883.42085,2006,
波兰,616,56763.13648,2006,
芬兰,246,47306.57172,2006,
马来西亚,458,44847.89089,2006,
爱尔兰,372,43057.6362,2006,
阿根廷,32,41903.98166,2006,
伊朗,364,40034.06246,2006,
南非,710,39838.5943,2006,
新加坡,702,38439.62407,2006,
波多黎各,630,36709.5,2006,
捷克,203,36614.10231,2006,
沙特阿拉伯,682,36173.72937,2006,
丹麦,208,34133.2716,2006,
菲律宾,608,28867.63528,2006,
挪威,578,28679.46985,2006,
罗马尼亚,642,25748.99578,2006,
葡萄牙,620,25744.33292,2006,
委内瑞拉,862,25519.09641,2006,
希腊,300,23116.6325,2006,
以色列,376,23086.64795,2006,
匈牙利,348,22595.31822,2006,
乌克兰,804,20977.22772,2006,
智利,152,19601.06169,2006,
阿联酋,784,19239.38668,2006,
巴基斯坦,586,17675.45053,2006,
埃及,818,17214.46554,2006,
新西兰,554,14845.7667,2006,
秘鲁,604,14604.00896,2006,
尼日利亚,566,14005.80562,2006,
斯洛伐克,703,12080.2975,2006,
摩洛哥,504,11074.38166,2006,
孟加拉国,50,10710.94397,2006,
哈萨克斯坦,398,9422.740628,2006,
白俄罗斯,112,8973.727576,2006,
斯洛文尼亚,705,8152.210908,2006,
古巴,192,7079.1,2006,
多米尼加共和国,214,6654.803017,2006,
克罗地亚,191,6493.560244,2006,
厄瓜多尔,218,6386.841,2006,
斯里兰卡,144,6239.779673,2006,
卡塔尔,634,5661.841334,2006,
危地马拉,320,5661.763795,2006,
科威特,414,5565.583466,2006,
突尼斯,788,5553.528953,2006,
立陶宛,440,5307.652754,2006,
香港,344,5108.889223,2006,
阿尔及利亚,12,4932.646838,2006,
保加利亚,100,4567.660011,2006,
塞尔维亚,688,4227.322179,2006,
阿曼,512,4192.939969,2006,
萨尔瓦多,222,3789.330082,2006,
哥斯达黎加,188,3744.493401,2006,
特立尼达和多巴哥,780,3652.32338,2006,
肯尼亚,404,3277.118378,2006,
乌兹别克斯坦,860,3165.394859,2006,
卢森堡,442,3029.613964,2006,
乌拉圭,858,2847.504659,2006,
利比亚,434,2745.868782,2006,
朝鲜,408,2679.315356,2006,
科特迪瓦,384,2620.711264,2006,
约旦,400,2474.146685,2006,
爱沙尼亚,233,2458.046344,2006,
巴林,48,2451.286912,2006,
拉脱维亚,428,2290.655497,2006,
刚果(金),180,2236.060962,2006,
洪都拉斯,340,2071.059462,2006,
加纳,288,1989.739181,2006,
缅甸,104,1938.157808,2006,
安哥拉,24,1892.429937,2006,
文莱,96,1658.49098,2006,
叙利亚,760,1651.946558,2006,
津巴布韦,716,1614.15,2006,
黎巴嫩,422,1570.228856,2006,
冰岛,352,1559.943004,2006,
柬埔寨,116,1350.500213,2006,
多民族玻利维亚国,68,1297.678163,2006,
坦桑尼亚,834,1289.049344,2006,
波黑,70,1288.772555,2006,
巴拉圭,600,1267.189339,2006,
越南,887,1265.415146,2006,
塞浦路斯,196,1251.108831,2006,
莫桑比克,508,1218.350545,2006,
列支敦士登,438,1214.288613,2006,
阿塞拜疆,31,1211.266502,2006,
赞比亚,894,1200.164265,2006,
新喀里多尼亚,540,1181.340127,2006,
塞内加尔,686,1165.984649,2006,
马里,466,1157.071034,2006,
阿富汗,4,1142.297905,2006,
乌干达,800,1137.485717,2006,
斯威士兰,748,1132.698276,2006,
毛里求斯,480,1112.272166,2006,
纳米比亚,516,1007.006979,2006,
伊拉克,368,998.79322,2006,
贝宁,204,960.30885,2006,
尼加拉瓜,558,919.392527,2006,
牙买加,388,908.474604,2006,
格鲁吉亚,268,861.127441,2006,
马耳他,470,823.479921,2006,
赤道几内亚,226,719.541244,2006,
前南马其顿,807,700.937739,2006,
亚美尼亚,51,694.268547,2006,
埃塞俄比亚,231,680.223166,2006,
尼泊尔联邦民主共和国,524,657.547957,2006,
圣马力诺,674,651.218665,2006,
布基纳法索,854,615.695333,2006,
苏里南,740,609.354351,2006,
塔吉克斯坦,762,602.411769,2006,
马达加斯加,450,540.000797,2006,
博茨瓦那,72,535.089233,2006,
马拉维,454,495.913121,2006,
乍得,148,490.443394,2006,
巴勒斯坦,275,490,2006,
海地,332,487.770734,2006,
几内亚,324,480.310755,2006,
加蓬,266,454.418616,2006,
阿尔巴尼亚,8,436.350501,2006,
澳门,446,425.92407,2006,
摩尔多瓦,498,417.359885,2006,
斐济,242,394.204115,2006,
莱索托,426,379.039628,2006,
老挝,418,326.4916,2006,
摩纳哥,492,316.916396,2006,
吉尔吉斯斯坦,417,309.85292,2006,
刚果(布),178,276.348696,2006,
法属波利尼西亚,258,265.347911,2006,
巴哈马,44,256.435751,2006,
蒙古,496,228.499814,2006,
巴巴多斯,52,220.95,2006,
多哥,768,214.415798,2006,
黑山,499,211.345339,2006,
中非,140,201.222012,2006,
毛里塔尼亚,478,200.093075,2006,
巴布亚新几内亚,598,198.250762,2006,
尼日尔,562,196.284072,2006,
卢旺达,646,190.317262,2006,
布隆迪,108,131.97353,2006,
伯利兹,84,123.9325,2006,
安道尔,20,122.149056,2006,
圭亚那,328,100.748133,2006,
格陵兰,304,99.34791,2006,
阿鲁巴,533,91.311393,2006,
塞舌尔,690,91.110162,2006,
百慕大,60,90.004255,2006,
几内亚比绍,624,74.405691,2006,
厄立特里亚,232,72.485353,2006,
不丹,64,68.37741,2006,
佛得角,132,61.779678,2006,
萨摩亚,882,59.750409,2006,
马尔代夫,462,57.633327,2006,
索马里,706,52.158795,2006,
塞拉利昂,694,49.410096,2006,
科摩罗,174,45.908922,2006,
圣卢西亚,662,44.911111,2006,
冈比亚,270,44.857918,2006,
利比里亚,430,44,2006,
圣基茨和尼维斯,659,37.96393,2006,
圣文森特和格林纳丁斯,670,26.72963,2006,
开曼群岛,136,26.075984,2006,
所罗门群岛,90,24.035876,2006,
格林纳达,308,23.640741,2006,
安提瓜和巴布达,28,21.044444,2006,
英属维尔京群岛,92,20.590706,2006,
汤加,776,20.435556,2006,
吉布提,262,17.825693,2006,
多米尼克,212,16.155556,2006,
瓦努阿图,548,15.871175,2006,
东帝汶,626,11.949933,2006,
圣多美和普林西比,678,6.988585,2006,
库克群岛,184,6.735943,2006,
基里巴斯,296,5.111994,2006,
马绍尔群岛,584,2.768327,2006,
帕劳,585,1.474,2006,
蒙特塞拉特,500,0.844444,2006,
图瓦卢,798,0.202564,2006,
美国,840,1850000,2007,
中国,156,1150000,2007,
日本,392,997000,2007,
德国,276,726000,2007,
意大利,380,351000,2007,
法国,250,303000,2007,
韩国,410,286000,2007,
英国,826,279000,2007,
印度,356,202000,2007,
西班牙,724,199000,2007,
巴西,76,198000,2007,
俄罗斯联邦,643,196000,2007,
加拿大,124,179000,2007,
墨西哥,484,168000,2007,
土耳其,792,114000,2007,
印度尼西亚,360,111000,2007,
台湾,158,103701,2007,
荷兰,528,102000,2007,
瑞士,756,94316.85529,2007,
澳大利亚,36,91002.01034,2007,
瑞典,752,88355.72153,2007,
泰国,764,80849.51038,2007,
比利时,56,71224.51284,2007,
波兰,616,70852.07464,2007,
奥地利,40,70558.05375,2007,
芬兰,246,56660.10847,2007,
马来西亚,458,50560.14313,2007,
阿根廷,32,49395.76297,2007,
爱尔兰,372,48445.36449,2007,
伊朗,364,45161.37735,2007,
捷克,203,44433.81351,2007,
南非,710,43005.72078,2007,
新加坡,702,41775.54932,2007,
沙特阿拉伯,682,41350.03979,2007,
丹麦,208,38176.05088,2007,
波多黎各,630,37636.6,2007,
菲律宾,608,33970.77575,2007,
罗马尼亚,642,33491.02181,2007,
挪威,578,33223.31533,2007,
委内瑞拉,862,30723.00885,2007,
葡萄牙,620,29406.57166,2007,
乌克兰,804,27373.66337,2007,
以色列,376,27067.64225,2007,
希腊,300,26955.93534,2007,
匈牙利,348,26585.91611,2007,
阿联酋,784,20879.40225,2007,
智利,152,20656.22488,2007,
埃及,818,20313.46894,2007,
巴基斯坦,586,20185.08327,2007,
新西兰,554,16909.98669,2007,
秘鲁,604,16881.79266,2007,
斯洛伐克,703,16142.05148,2007,
尼日利亚,566,15405.53652,2007,
孟加拉国,50,12719.51492,2007,
哈萨克斯坦,398,12048.94162,2007,
摩洛哥,504,11949.95321,2007,
白俄罗斯,112,10951.34018,2007,
斯洛文尼亚,705,9830.469761,2007,
古巴,192,8503.6,2007,
克罗地亚,191,7758.82979,2007,
卡塔尔,634,7362.808359,2007,
多米尼加共和国,214,7105.286558,2007,
厄瓜多尔,218,7003.937,2007,
斯里兰卡,144,6867.635146,2007,
突尼斯,788,6553.28566,2007,
科威特,414,6343.812283,2007,
立陶宛,440,6314.236322,2007,
危地马拉,320,6240.531974,2007,
保加利亚,100,6195.724432,2007,
塞尔维亚,688,5612.321926,2007,
阿尔及利亚,12,5505.289469,2007,
阿曼,512,4525.993051,2007,
哥斯达黎加,188,4336.781645,2007,
特立尼达和多巴哥,780,4294.06714,2007,
香港,344,4148.605488,2007,
卢森堡,442,4132.461036,2007,
肯尼亚,404,4087.612485,2007,
萨尔瓦多,222,4026.018,2007,
乌兹别克斯坦,860,3920.56115,2007,
乌拉圭,858,3215.453948,2007,
利比亚,434,3193.407824,2007,
科特迪瓦,384,3178.019123,2007,
巴林,48,3143.671928,2007,
拉脱维亚,428,3132.972677,2007,
约旦,400,3130.819084,2007,
爱沙尼亚,233,3107.738801,2007,
朝鲜,408,2873.064608,2007,
刚果(金),180,2846.251201,2007,
缅甸,104,2714.168891,2007,
洪都拉斯,340,2219.025038,2007,
安哥拉,24,2218.726346,2007,
加纳,288,2128.312842,2007,
叙利亚,760,1997.070546,2007,
新喀里多尼亚,540,1919.915439,2007,
赤道几内亚,226,1897.283586,2007,
黎巴嫩,422,1775.728027,2007,
文莱,96,1740.58671,2007,
阿富汗,4,1724.286293,2007,
波黑,70,1705.85085,2007,
冰岛,352,1673.863086,2007,
阿塞拜疆,31,1647.198209,2007,
巴拉圭,600,1570.070505,2007,
越南,887,1557.360185,2007,
坦桑尼亚,834,1510.022787,2007,
多民族玻利维亚国,68,1497.647795,2007,
柬埔寨,116,1497.41628,2007,
伊拉克,368,1449.033558,2007,
塞内加尔,686,1408.825633,2007,
乌干达,800,1400.906187,2007,
列支敦士登,438,1393.022516,2007,
塞浦路斯,196,1381.308447,2007,
莫桑比克,508,1335.419517,2007,
毛里求斯,480,1260.568223,2007,
赞比亚,894,1220.109531,2007,
斯威士兰,748,1219.268747,2007,
马里,466,1210.165238,2007,
纳米比亚,516,1192.449392,2007,
格鲁吉亚,268,1113.725999,2007,
尼加拉瓜,558,1038.528036,2007,
贝宁,204,986.970133,2007,
牙买加,388,984.217262,2007,
马耳他,470,975.196599,2007,
亚美尼亚,51,864.782478,2007,
埃塞俄比亚,231,850.997385,2007,
前南马其顿,807,850.372365,2007,
尼泊尔联邦民主共和国,524,785.545109,2007,
圣马力诺,674,755.08518,2007,
马达加斯加,450,721.892936,2007,
几内亚,324,718.479795,2007,
苏里南,740,689.611293,2007,
博茨瓦那,72,685.245387,2007,
布基纳法索,854,684.896204,2007,
塔吉克斯坦,762,682.47244,2007,
巴勒斯坦,275,634.5,2007,
马拉维,454,618.359373,2007,
海地,332,585.086514,2007,
加蓬,266,568.956602,2007,
阿尔巴尼亚,8,565.56082,2007,
摩尔多瓦,498,508.102715,2007,
乍得,148,508.051066,2007,
津巴布韦,716,448.485,2007,
老挝,418,424.907365,2007,
斐济,242,419.451079,2007,
澳门,446,384.651094,2007,
莱索托,426,377.62925,2007,
吉尔吉斯斯坦,417,375.143272,2007,
摩纳哥,492,343.257772,2007,
刚果(布),178,338.433636,2007,
蒙古,496,325.660564,2007,
法属波利尼西亚,258,305.924373,2007,
巴巴多斯,52,296.55,2007,
中非,140,255.703096,2007,
多哥,768,254.148638,2007,
巴哈马,44,243.708476,2007,
巴布亚新几内亚,598,237.071842,2007,
尼日尔,562,222.377189,2007,
卢旺达,646,210.254957,2007,
毛里塔尼亚,478,197.821491,2007,
黑山,499,187.774375,2007,
布隆迪,108,157.982983,2007,
伯利兹,84,142.4865,2007,
安道尔,20,137.359498,2007,
圭亚那,328,113.542958,2007,
萨摩亚,882,107.981193,2007,
格陵兰,304,102.522166,2007,
阿鲁巴,533,100.462401,2007,
塞舌尔,690,98.954501,2007,
不丹,64,97.54215,2007,
百慕大,60,84.978,2007,
几内亚比绍,624,79.469309,2007,
厄立特里亚,232,72,2007,
佛得角,132,68.768884,2007,
科摩罗,174,62.314601,2007,
马尔代夫,462,59.94421,2007,
索马里,706,54.282938,2007,
冈比亚,270,53.340847,2007,
塞拉利昂,694,53.321718,2007,
圣卢西亚,662,49.27037,2007,
利比里亚,430,49,2007,
圣基茨和尼维斯,659,41.160734,2007,
所罗门群岛,90,40.525353,2007,
圣文森特和格林纳丁斯,670,32.381111,2007,
开曼群岛,136,29.232222,2007,
格林纳达,308,27.27037,2007,
安提瓜和巴布达,28,22.244444,2007,
汤加,776,21.715596,2007,
英属维尔京群岛,92,20.608623,2007,
吉布提,262,19.2549,2007,
瓦努阿图,548,16.058572,2007,
多米尼克,212,14.644444,2007,
东帝汶,626,11.888954,2007,
库克群岛,184,7.912395,2007,
基里巴斯,296,7.267306,2007,
圣多美和普林西比,678,7.109643,2007,
马绍尔群岛,584,4.069702,2007,
帕劳,585,1.475,2007,
蒙特塞拉特,500,0.914815,2007,
图瓦卢,798,0.210029,2007,
美国,840,1810000,2008,
中国,156,1480000,2008,
日本,392,1080000,2008,
德国,276,760000,2008,
意大利,380,369000,2008,
法国,250,318000,2008,
英国,826,263000,2008,
韩国,410,259000,2008,
俄罗斯联邦,643,248000,2008,
巴西,76,237000,2008,
西班牙,724,218000,2008,
印度,356,214000,2008,
墨西哥,484,176000,2008,
加拿大,124,170000,2008,
印度尼西亚,360,135000,2008,
土耳其,792,124000,2008,
瑞士,756,111000,2008,
荷兰,528,108000,2008,
台湾,158,99329.35879,2008,
泰国,764,89483.14765,2008,
澳大利亚,36,89421.18559,2008,
波兰,616,86990.44305,2008,
瑞典,752,86555.66933,2008,
奥地利,40,74949.13633,2008,
比利时,56,73681.21182,2008,
阿根廷,32,60471.60562,2008,
芬兰,246,59155.55291,2008,
马来西亚,458,56688.98326,2008,
伊朗,364,53473.64785,2008,
捷克,203,52402.44069,2008,
爱尔兰,372,48140.05772,2008,
沙特阿拉伯,682,46693.34278,2008,
委内瑞拉,862,44091.10387,2008,
丹麦,208,41423.61326,2008,
南非,710,41361.54976,2008,
波多黎各,630,40233.9,2008,
罗马尼亚,642,39959.60159,2008,
菲律宾,608,39728.33183,2008,
新加坡,702,38471.98164,2008,
挪威,578,35779.07801,2008,
葡萄牙,620,31296.29771,2008,
以色列,376,31172.9094,2008,
希腊,300,30143.63541,2008,
乌克兰,804,29884.25729,2008,
匈牙利,348,28812.48596,2008,
埃及,818,25587.26185,2008,
阿联酋,784,24335.6026,2008,
巴基斯坦,586,22339.58152,2008,
智利,152,20020.48673,2008,
秘鲁,604,19655.59985,2008,
斯洛伐克,703,19501.94188,2008,
尼日利亚,566,19475.88286,2008,
新西兰,554,16521.79452,2008,
哈萨克斯坦,398,15711.27259,2008,
白俄罗斯,112,15448.49101,2008,
孟加拉国,50,14777.48529,2008,
摩洛哥,504,13962.12417,2008,
卡塔尔,634,12317.89271,2008,
斯洛文尼亚,705,10682.04554,2008,
克罗地亚,191,9068.890192,2008,
古巴,192,8915.6,2008,
厄瓜多尔,218,8464.608,2008,
斯里兰卡,144,8389.037666,2008,
突尼斯,788,8136.94057,2008,
多米尼加共和国,214,7722.328064,2008,
立陶宛,440,7519.235685,2008,
危地马拉,320,7226.044347,2008,
塞尔维亚,688,6898.276579,2008,
保加利亚,100,6686.701485,2008,
科威特,414,6524.609072,2008,
阿曼,512,6385.645488,2008,
阿尔及利亚,12,6330.887377,2008,
乌兹别克斯坦,860,5826.104402,2008,
特立尼达和多巴哥,780,5113.497241,2008,
哥斯达黎加,188,4661.611143,2008,
乌拉圭,858,4538.811528,2008,
缅甸,104,4350.649856,2008,
肯尼亚,404,4341.852638,2008,
萨尔瓦多,222,4233.453,2008,
香港,344,4046.060658,2008,
赤道几内亚,226,4022.56333,2008,
约旦,400,4011.799626,2008,
利比亚,434,3994.892313,2008,
卢森堡,442,3882.88442,2008,
巴林,48,3881.450673,2008,
科特迪瓦,384,3581.192896,2008,
拉脱维亚,428,3458.995726,2008,
爱沙尼亚,233,3333.28706,2008,
安哥拉,24,3065.103331,2008,
朝鲜,408,3007.403664,2008,
刚果(金),180,2951.943706,2008,
文莱,96,2700.525904,2008,
洪都拉斯,340,2471.67252,2008,
黎巴嫩,422,2381.864013,2008,
阿塞拜疆,31,2298.752426,2008,
叙利亚,760,2165.685047,2008,
加纳,288,2152.178537,2008,
巴拉圭,600,2118.00966,2008,
波黑,70,2104.754991,2008,
伊拉克,368,2094.330226,2008,
冰岛,352,1953.490276,2008,
坦桑尼亚,834,1908.863556,2008,
多民族玻利维亚国,68,1862.268966,2008,
阿富汗,4,1828.467911,2008,
乌干达,800,1772.81988,2008,
越南,887,1708.900078,2008,
塞内加尔,686,1647.792536,2008,
柬埔寨,116,1588.750668,2008,
毛里求斯,480,1529.582136,2008,
塞浦路斯,196,1524.591409,2008,
赞比亚,894,1514.194175,2008,
列支敦士登,438,1457.327964,2008,
莫桑比克,508,1419.741747,2008,
马里,466,1403.889285,2008,
格鲁吉亚,268,1336.202801,2008,
马耳他,470,1205.5522,2008,
尼加拉瓜,558,1190.020771,2008,
斯威士兰,748,1137.439956,2008,
牙买加,388,1102.121601,2008,
新喀里多尼亚,540,1060.569352,2008,
贝宁,204,1056.22253,2008,
亚美尼亚,51,1033.690257,2008,
埃塞俄比亚,231,1030.444396,2008,
纳米比亚,516,969.16335,2008,
前南马其顿,807,968.360243,2008,
马达加斯加,450,953.615712,2008,
苏里南,740,894.369035,2008,
几内亚,324,882.501671,2008,
尼泊尔联邦民主共和国,524,819.719188,2008,
圣马力诺,674,800.970871,2008,
巴勒斯坦,275,798.4,2008,
塔吉克斯坦,762,733.314387,2008,
吉尔吉斯斯坦,417,675.785793,2008,
摩尔多瓦,498,668.452829,2008,
阿尔巴尼亚,8,643.779238,2008,
布基纳法索,854,639.519069,2008,
津巴布韦,716,637.012,2008,
博茨瓦那,72,626.774363,2008,
马拉维,454,623.532034,2008,
加蓬,266,622.817612,2008,
海地,332,621.989891,2008,
乍得,148,577.119176,2008,
老挝,418,548.915492,2008,
蒙古,496,454.42555,2008,
斐济,242,428.522522,2008,
刚果(布),178,405.086805,2008,
莱索托,426,379.165725,2008,
中非,140,357.805091,2008,
法属波利尼西亚,258,342.626787,2008,
摩纳哥,492,314.13204,2008,
巴巴多斯,52,311.05,2008,
巴布亚新几内亚,598,301.471619,2008,
澳门,446,298.250277,2008,
卢旺达,646,270.64161,2008,
尼日尔,562,262.5226,2008,
多哥,768,242.875667,2008,
毛里塔尼亚,478,236.66286,2008,
黑山,499,233.29852,2008,
巴哈马,44,220.886355,2008,
布隆迪,108,173.051013,2008,
伯利兹,84,171.4255,2008,
安道尔,20,142.322542,2008,
圭亚那,328,141.703489,2008,
几内亚比绍,624,109.051869,2008,
格陵兰,304,106.76462,2008,
不丹,64,105.583834,2008,
阿鲁巴,533,100.201805,2008,
萨摩亚,882,92.67903,2008,
百慕大,60,90.042748,2008,
厄立特里亚,232,90.01626,2008,
塞舌尔,690,89.888774,2008,
佛得角,132,86.699874,2008,
马尔代夫,462,73.835148,2008,
科摩罗,174,65.346825,2008,
塞拉利昂,694,61.056482,2008,
索马里,706,56.712481,2008,
冈比亚,270,55.919269,2008,
利比里亚,430,51,2008,
圣卢西亚,662,44.614815,2008,
圣基茨和尼维斯,659,44.558429,2008,
所罗门群岛,90,44.347405,2008,
开曼群岛,136,33.588062,2008,
吉布提,262,31.183709,2008,
圣文森特和格林纳丁斯,670,28.448519,2008,
格林纳达,308,27.37037,2008,
汤加,776,22.857799,2008,
安提瓜和巴布达,28,21.762963,2008,
英属维尔京群岛,92,20.600411,2008,
瓦努阿图,548,15.108428,2008,
圣多美和普林西比,678,12.387853,2008,
东帝汶,626,11.678274,2008,
多米尼克,212,10.792593,2008,
库克群岛,184,8.325843,2008,
基里巴斯,296,7.354106,2008,
马绍尔群岛,584,4.196902,2008,
帕劳,585,1.88,2008,
蒙特塞拉特,500,1.007407,2008,
图瓦卢,798,0.318744,2008,
美国,840,1730000,2009,
中国,156,1610000,2009,
日本,392,1000000,2009,
德国,276,611000,2009,
意大利,380,300000,2009,
法国,250,280000,2009,
韩国,410,235000,2009,
巴西,76,218000,2009,
印度,356,217000,2009,
英国,826,208000,2009,
西班牙,724,184000,2009,
俄罗斯联邦,643,158000,2009,
加拿大,124,143000,2009,
墨西哥,484,136000,2009,
印度尼西亚,360,135000,2009,
瑞士,756,101000,2009,
土耳其,792,97703.43944,2009,
荷兰,528,90304.36847,2009,
台湾,158,89265.12585,2009,
泰国,764,83422.03357,2009,
澳大利亚,36,81215.02791,2009,
波兰,616,72346.07403,2009,
奥地利,40,65472.22998,2009,
瑞典,752,65312.36094,2009,
比利时,56,62028.7725,2009,
伊朗,364,55274.58251,2009,
阿根廷,32,52417.49811,2009,
马来西亚,458,48137.56842,2009,
爱尔兰,372,47989.60709,2009,
委内瑞拉,862,46918.95668,2009,
沙特阿拉伯,682,46559.93566,2009,
波多黎各,630,43872.2,2009,
捷克,203,42618.89524,2009,
芬兰,246,42081.37727,2009,
南非,710,40319.93603,2009,
新加坡,702,37839.83723,2009,
菲律宾,608,35788.62525,2009,
丹麦,208,35674.26909,2009,
罗马尼亚,642,32511.75054,2009,
埃及,818,29672.94042,2009,
以色列,376,28710.45447,2009,
挪威,578,28371.90565,2009,
葡萄牙,620,27130.07175,2009,
希腊,300,25208.84695,2009,
匈牙利,348,22386.87698,2009,
阿联酋,784,20911.84857,2009,
巴基斯坦,586,20548.43447,2009,
智利,152,19369.08141,2009,
秘鲁,604,18481.76855,2009,
乌克兰,804,17402.23561,2009,
孟加拉国,50,16830.63019,2009,
摩洛哥,504,14398.1085,2009,
斯洛伐克,703,14295.43089,2009,
尼日利亚,566,13372.60707,2009,
新西兰,554,13070.33341,2009,
哈萨克斯坦,398,12536.54094,2009,
白俄罗斯,112,11406.97568,2009,
古巴,192,9299.1,2009,
卡塔尔,634,9219.093483,2009,
斯里兰卡,144,8741.870416,2009,
厄瓜多尔,218,8677.243,2009,
斯洛文尼亚,705,8596.934174,2009,
克罗地亚,191,7803.883631,2009,
多米尼加共和国,214,7389.917839,2009,
突尼斯,788,7360.151288,2009,
危地马拉,320,7036.771432,2009,
乌兹别克斯坦,860,6684.723518,2009,
保加利亚,100,6615.87768,2009,
阿尔及利亚,12,6420.143156,2009,
缅甸,104,5954.137738,2009,
塞尔维亚,688,5951.027366,2009,
立陶宛,440,5650.821419,2009,
阿曼,512,5602.484442,2009,
科威特,414,5427.307673,2009,
乌拉圭,858,4691.69081,2009,
肯尼亚,404,4428.214778,2009,
哥斯达黎加,188,4351.437621,2009,
利比亚,434,4346.110976,2009,
约旦,400,4150.859155,2009,
科特迪瓦,384,4000.152137,2009,
萨尔瓦多,222,3924.788,2009,
香港,344,3704.195827,2009,
刚果(金),180,3520.06652,2009,
安哥拉,24,3469.481934,2009,
伊拉克,368,3379.605755,2009,
特立尼达和多巴哥,780,3279.130528,2009,
巴林,48,3207.160066,2009,
黎巴嫩,422,2756.968491,2009,
赤道几内亚,226,2710.70767,2009,
朝鲜,408,2661.901002,2009,
拉脱维亚,428,2573.964217,2009,
叙利亚,760,2569.974955,2009,
卢森堡,442,2455.399464,2009,
阿塞拜疆,31,2447.550128,2009,
洪都拉斯,340,2425.994041,2009,
爱沙尼亚,233,2411.321608,2009,
越南,887,2053.584589,2009,
文莱,96,2052.170963,2009,
多民族玻利维亚国,68,2014.344729,2009,
坦桑尼亚,834,1967.198678,2009,
巴拉圭,600,1850.152539,2009,
波黑,70,1845.508316,2009,
加纳,288,1759.227712,2009,
马里,466,1663.318092,2009,
阿富汗,4,1598.345897,2009,
塞内加尔,686,1566.865477,2009,
柬埔寨,116,1499.654534,2009,
乌干达,800,1472.280355,2009,
冰岛,352,1440.036645,2009,
塞浦路斯,196,1395.303556,2009,
毛里求斯,480,1361.044252,2009,
赞比亚,894,1331.25302,2009,
列支敦士登,438,1284.04488,2009,
斯威士兰,748,1243.427032,2009,
莫桑比克,508,1207.58977,2009,
纳米比亚,516,1156.63644,2009,
尼加拉瓜,558,1129.831187,2009,
埃塞俄比亚,231,1072.459614,2009,
格鲁吉亚,268,1068.969646,2009,
津巴布韦,716,1066.186596,2009,
贝宁,204,1024.762916,2009,
牙买加,388,995.030633,2009,
马耳他,470,956.180245,2009,
巴勒斯坦,275,871.4,2009,
几内亚,324,843.767916,2009,
尼泊尔联邦民主共和国,524,843.67804,2009,
前南马其顿,807,829.898476,2009,
新喀里多尼亚,540,823.703228,2009,
苏里南,740,785.386885,2009,
亚美尼亚,51,753.620105,2009,
加蓬,266,717.936981,2009,
塔吉克斯坦,762,713.880815,2009,
马达加斯加,450,699.767601,2009,
老挝,418,681.241671,2009,
布基纳法索,854,671.470151,2009,
吉尔吉斯斯坦,417,663.712458,2009,
乍得,148,655.082551,2009,
博茨瓦那,72,651.602836,2009,
马拉维,454,642.557653,2009,
海地,332,639.666998,2009,
阿尔巴尼亚,8,626.006894,2009,
圣马力诺,674,600.748869,2009,
摩尔多瓦,498,564.320935,2009,
刚果(布),178,422.290956,2009,
蒙古,496,364.025764,2009,
中非,140,358.742059,2009,
斐济,242,355.650188,2009,
卢旺达,646,323.783294,2009,
法属波利尼西亚,258,319.126402,2009,
巴布亚新几内亚,598,308.513895,2009,
莱索托,426,308.246159,2009,
巴巴多斯,52,304.9,2009,
毛里塔尼亚,478,293.72727,2009,
多哥,768,278.260938,2009,
尼日尔,562,271.621609,2009,
摩纳哥,492,268.823762,2009,
澳门,446,212.417312,2009,
巴哈马,44,208.943373,2009,
布隆迪,108,201.630792,2009,
黑山,499,188.485451,2009,
伯利兹,84,152.853,2009,
圭亚那,328,135.847576,2009,
安道尔,20,126.485851,2009,
不丹,64,103.650498,2009,
阿鲁巴,533,102.230904,2009,
厄立特里亚,232,101.98374,2009,
几内亚比绍,624,99.312498,2009,
佛得角,132,84.267348,2009,
百慕大,60,76.916281,2009,
格陵兰,304,71.536941,2009,
科摩罗,174,70.150243,2009,
